TX_DT,CIF_No,TransactionCountry,TransactionCountryHigherLevel,PriviledgeMerchantsGrp,LDESC,Sales_Type,Amount,TransCount
20260509,47101348,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,SHELL MALAYSIA,CP,2708.04,1
20260713,47101348,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,WATSONS PERSONAL CARE,CA,4057.38,1
20260530,47101348,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,SHELL MALAYSIA,CP,5363.39,1
20260812,47101348,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,LAZADA MALAYSIA,CP,3062.04,1
20260430,47101348,RINGGIT MALAYSIA,LOCAL,ON US,AEON CO (M) BHD-MID VALLEY,CA,159.94,1
20260511,47101348,RINGGIT MALAYSIA,LOCAL,ON US,PETRONAS DAGANGAN,CA,227.08,1
20260716,47101348,RINGGIT MALAYSIA,OVERSEA,ON US,SENHENG ELECTRIC,CP,4270.46,1
20260810,40212304,RINGGIT MALAYSIA,OVERSEA,ON US,COURTS MAMMOTH,CP,5323.91,1
20260831,40212304,RINGGIT MALAYSIA,LOCAL,ON US,ZALORA MALAYSIA,CP,567.45,1
20260702,40212304,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CP,481.4,1
20260822,40212304,RINGGIT MALAYSIA,LOCAL,NOT ON US,GRABPAY TOP UP,CP,815.42,1
20260816,48668446,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CA,4621.96,1
20260721,48668446,RINGGIT MALAYSIA,LOCAL,ON US,ECONSAVE-JOHOR,CP,4184.01,1
20260819,48668446,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,MCDONALD'S MALAYSIA,CA,3479.88,1
20260902,48668446,RINGGIT MALAYSIA,OVERSEA,ON US,MR DIY-SUNWAY PYRAMID,CA,128.35,1
20260809,48668446,RINGGIT MALAYSIA,LOCAL,ON US,ECONSAVE-JOHOR,CP,2640.89,1
20260831,48668446,RINGGIT MALAYSIA,LOCAL,NOT ON US,TESCO STORES (M),CP,3116.88,1
20260710,48668446,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,TESCO STORES (M),CP,3191.4,1
20260813,48668446,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GUARDIAN HEALTH-KLCC,CP,3978.29,1
20260510,95380264,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,AEON CO (M) BHD-MID VALLEY,CP,2813.7,1
20260326,95380264,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CP,4715.16,1
20260809,24051169,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,HARVEY NORMAN-IOI CITY,CP,403.13,1
20260730,24051169,RINGGIT MALAYSIA,LOCAL,NOT ON US,GRABPAY TOP UP,CP,2202.0,1
20260806,57865055,RINGGIT MALAYSIA,OVERSEA,ON US,KFC HOLDINGS,CA,5105.68,1
20260627,57865055,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,LOTUS'S STORES-CHERAS,CP,258.73,1
20260816,57865055,RINGGIT MALAYSIA,LOCAL,ON US,GRABPAY TOP UP,CP,3819.64,1
20260819,57865055,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,ECONSAVE-JOHOR,CA,5168.2,1
20260804,57865055,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,PARKSON GRAND-PAVILION,CP,4009.58,1
20260811,57865055,RINGGIT MALAYSIA,OVERSEA,ON US,LOTUS'S STORES-CHERAS,CP,4601.33,1
20260521,57865055,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,COURTS MAMMOTH,CA,3955.87,1
20260605,57865055,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GRABPAY TOP UP,CA,2918.34,1
20260820,57865055,RINGGIT MALAYSIA,OVERSEA,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CP,4661.18,1
20260828,57865055,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,MYDIN MOHAMED HOLDINGS,CP,5410.35,1
20260420,57865055,RINGGIT MALAYSIA,LOCAL,NOT ON US,TESCO STORES (M),CA,5345.31,1
20260820,64646168,RINGGIT MALAYSIA,LOCAL,ON US,LOTUS'S STORES-CHERAS,CP,6976.95,1
20260822,64646168,RINGGIT MALAYSIA,LOCAL,ON US,PARKSON GRAND-PAVILION,CP,1908.61,1
20260819,64646168,RINGGIT MALAYSIA,LOCAL,NOT ON US,ZALORA MALAYSIA,CA,127.54,1
20260823,64646168,RINGGIT MALAYSIA,LOCAL,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CP,6509.75,1
20260901,64646168,RINGGIT MALAYSIA,LOCAL,ON US,MR DIY-SUNWAY PYRAMID,CP,2988.86,1
20260705,64646168,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,PETRONAS DAGANGAN,CP,100.49,1
20260823,64646168,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,WATSONS PERSONAL CARE,CP,6875.52,1
20260820,64646168,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GRABPAY TOP UP,CP,30.2,1
20260825,64646168,RINGGIT MALAYSIA,LOCAL,NOT ON US,HARVEY NORMAN-IOI CITY,CP,7437.06,1
20260805,64646168,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,GRABPAY TOP UP,CP,970.16,1
20260810,74802325,RINGGIT MALAYSIA,LOCAL,ON US,TESCO STORES (M),CP,1401.76,1
20260818,74802325,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,MYDIN MOHAMED HOLDINGS,CA,648.85,1
20260824,74802325,RINGGIT MALAYSIA,LOCAL,ON US,SENHENG ELECTRIC,CP,3126.36,1
20260816,74802325,RINGGIT MALAYSIA,LOCAL,ON US,SENHENG ELECTRIC,CA,372.63,1
20260625,93305188,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,AEON CO (M) BHD-MID VALLEY,CP,2135.68,1
20260811,93305188,RINGGIT MALAYSIA,LOCAL,ON US,PETRONAS DAGANGAN,CP,7227.71,1
20260225,93305188,RINGGIT MALAYSIA,OVERSEA,ON US,LAZADA MALAYSIA,CP,4330.13,1
20260330,93305188,RINGGIT MALAYSIA,LOCAL,ON US,LAZADA MALAYSIA,CP,379.27,1
20260316,93305188,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GUARDIAN HEALTH-KLCC,CA,3376.29,1
20260830,93305188,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GIANT HYPERMARKET-SHAH ALAM,CP,3304.92,1
20260805,93305188,RINGGIT MALAYSIA,LOCAL,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CP,4664.25,1
20260207,93305188,RINGGIT MALAYSIA,LOCAL,ON US,PARKSON GRAND-PAVILION,CA,2815.93,1
20260116,93305188,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CP,6906.03,1
20260123,93305188,RINGGIT MALAYSIA,OVERSEA,NOT ON US,COURTS MAMMOTH,CP,2563.38,1
20260817,93305188,RINGGIT MALAYSIA,OVERSEA,ON US,TESCO STORES (M),CP,6289.71,1
20260609,93305188,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHOPEE PAY,CP,4653.34,1
20260215,93305188,RINGGIT MALAYSIA,LOCAL,ON US,SHOPEE PAY,CP,4708.73,1
20260715,93305188,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,MCDONALD'S MALAYSIA,CP,1630.81,1
20260613,93305188,RINGGIT MALAYSIA,OVERSEA,ON US,TESCO STORES (M),CP,4892.14,1
20260809,93305188,RINGGIT MALAYSIA,OVERSEA,ON US,SENHENG ELECTRIC,CA,3900.31,1
20260809,29750059,RINGGIT MALAYSIA,LOCAL,ON US,LOTUS'S STORES-CHERAS,CA,3358.58,1
20260901,29750059,RINGGIT MALAYSIA,OVERSEA,ON US,AEON CO (M) BHD-MID VALLEY,CP,3520.59,1
20260730,29750059,RINGGIT MALAYSIA,LOCAL,NOT ON US,WATSONS PERSONAL CARE,CP,1422.02,1
20260817,29750059,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GRABPAY TOP UP,CA,2585.44,1
20260831,29750059,RINGGIT MALAYSIA,LOCAL,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CA,1997.12,1
20260815,29750059,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,ECONSAVE-JOHOR,CP,2323.77,1
20260828,29750059,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,MR DIY-SUNWAY PYRAMID,CP,1690.63,1
20260812,29750059,RINGGIT MALAYSIA,LOCAL,ON US,AEON CO (M) BHD-MID VALLEY,CA,354.94,1
20260816,29750059,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,LOTUS'S STORES-CHERAS,CA,1158.26,1
20260607,29750059,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,AEON CO (M) BHD-MID VALLEY,CP,4933.2,1
20260813,29750059,RINGGIT MALAYSIA,LOCAL,ON US,MR DIY-SUNWAY PYRAMID,CP,2189.3,1
20260630,29750059,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,COURTS MAMMOTH,CP,810.43,1
20260818,29750059,RINGGIT MALAYSIA,LOCAL,ON US,PETRONAS DAGANGAN,CP,5856.57,1
20260310,13414017,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,SHELL MALAYSIA,CP,3423.91,1
20260329,13414017,RINGGIT MALAYSIA,OVERSEA,ON US,PETRONAS DAGANGAN,CA,3759.07,1
20260130,13414017,RINGGIT MALAYSIA,LOCAL,NOT ON US,LAZADA MALAYSIA,CP,5540.7,1
20260417,13414017,RINGGIT MALAYSIA,LOCAL,NOT ON US,MYDIN MOHAMED HOLDINGS,CA,6995.78,1
20260818,73073898,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GIANT HYPERMARKET-SHAH ALAM,CP,4444.74,1
20260820,73073898,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CP,2125.8,1
20260809,41715154,RINGGIT MALAYSIA,OVERSEA,ON US,WATSONS PERSONAL CARE,CA,2881.04,1
20260902,41715154,RINGGIT MALAYSIA,OVERSEA,NOT ON US,LOTUS'S STORES-CHERAS,CA,2378.88,1
20260509,41715154,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,KFC HOLDINGS,CA,3598.29,1
20260828,41715154,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,TESCO STORES (M),CP,2381.0,1
20260830,41715154,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,AEON BIG (M) SDN BHD-KEPONG,CA,116.27,1
20260803,41715154,RINGGIT MALAYSIA,LOCAL,ON US,SHELL MALAYSIA,CP,3872.98,1
20260423,41715154,RINGGIT MALAYSIA,OVERSEA,ON US,MCDONALD'S MALAYSIA,CA,1675.13,1
20260310,41715154,RINGGIT MALAYSIA,OVERSEA,NOT ON US,SENHENG ELECTRIC,CA,1843.55,1
20260805,41715154,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CP,640.11,1
20260821,41715154,RINGGIT MALAYSIA,LOCAL,NOT ON US,MYDIN MOHAMED HOLDINGS,CA,3257.56,1
20260313,41715154,RINGGIT MALAYSIA,OVERSEA,ON US,LOTUS'S STORES-CHERAS,CP,370.71,1
20260829,56739546,RINGGIT MALAYSIA,OVERSEA,ON US,HARVEY NORMAN-IOI CITY,CA,2461.55,1
20260519,56739546,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,GIANT HYPERMARKET-SHAH ALAM,CP,46.0,1
20260826,56739546,RINGGIT MALAYSIA,LOCAL,ON US,SENHENG ELECTRIC,CA,3248.51,1
20260816,56739546,RINGGIT MALAYSIA,OVERSEA,ON US,LAZADA MALAYSIA,CA,3204.2,1
20260830,56739546,RINGGIT MALAYSIA,LOCAL,NOT ON US,HARVEY NORMAN-IOI CITY,CP,3270.79,1
20260823,56739546,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,TESCO STORES (M),CP,2563.83,1
20260305,56739546,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CA,389.46,1
20260812,60185867,RINGGIT MALAYSIA,LOCAL,NOT ON US,LAZADA MALAYSIA,CA,3283.78,1
20260825,60185867,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,AEON CO (M) BHD-MID VALLEY,CP,1772.12,1
20260819,60185867,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHOPEE PAY,CP,3142.08,1
20260831,60185867,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,MCDONALD'S MALAYSIA,CP,1770.58,1
20260825,60185867,RINGGIT MALAYSIA,LOCAL,NOT ON US,GUARDIAN HEALTH-KLCC,CP,1613.89,1
20260827,60185867,RINGGIT MALAYSIA,OVERSEA,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CA,2116.22,1
20260806,60185867,RINGGIT MALAYSIA,LOCAL,ON US,TESCO STORES (M),CP,2780.22,1
20260813,60185867,RINGGIT MALAYSIA,OVERSEA,ON US,HARVEY NORMAN-IOI CITY,CP,824.28,1
20260823,60185867,RINGGIT MALAYSIA,LOCAL,ON US,AEON BIG (M) SDN BHD-KEPONG,CP,1656.99,1
20260811,99064042,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,AEON BIG (M) SDN BHD-KEPONG,CP,1494.03,1
20260902,99064042,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GRABPAY TOP UP,CP,5496.73,1
20260825,99064042,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,AEON BIG (M) SDN BHD-KEPONG,CP,4641.08,1
20260819,99064042,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHELL MALAYSIA,CA,6331.82,1
20260822,99064042,RINGGIT MALAYSIA,LOCAL,NOT ON US,MYDIN MOHAMED HOLDINGS,CP,2589.62,1
20260827,99064042,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GRABPAY TOP UP,CP,1703.28,1
20260829,99064042,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,TESCO STORES (M),CP,2139.68,1
20251106,59987316,RINGGIT MALAYSIA,LOCAL,ON US,MYDIN MOHAMED HOLDINGS,CP,4507.84,1
20260423,59987316,RINGGIT MALAYSIA,LOCAL,ON US,TESCO STORES (M),CP,676.61,1
20260829,59987316,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHELL MALAYSIA,CP,1885.82,1
20260831,65180948,RINGGIT MALAYSIA,LOCAL,ON US,WATSONS PERSONAL CARE,CA,3011.39,1
20260820,65180948,RINGGIT MALAYSIA,OVERSEA,ON US,HARVEY NORMAN-IOI CITY,CA,1486.18,1
20260810,65180948,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CP,2527.88,1
20260825,65180948,RINGGIT MALAYSIA,LOCAL,ON US,GIANT HYPERMARKET-SHAH ALAM,CA,5550.45,1
20260714,65180948,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,SHELL MALAYSIA,CA,1249.93,1
20260823,65180948,RINGGIT MALAYSIA,LOCAL,ON US,KFC HOLDINGS,CP,5102.47,1
20260829,65180948,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,GIANT HYPERMARKET-SHAH ALAM,CP,5876.12,1
20260803,65180948,RINGGIT MALAYSIA,LOCAL,ON US,ZALORA MALAYSIA,CA,2342.25,1
20260812,65180948,RINGGIT MALAYSIA,OVERSEA,NOT ON US,COURTS MAMMOTH,CP,2635.32,1
20260819,65180948,RINGGIT MALAYSIA,LOCAL,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CP,3447.96,1
20260902,65180948,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CP,1496.59,1
20260821,65180948,RINGGIT MALAYSIA,OVERSEA,ON US,SHOPEE PAY,CP,2423.09,1
20260810,65180948,RINGGIT MALAYSIA,LOCAL,NOT ON US,MCDONALD'S MALAYSIA,CP,4036.44,1
20260818,65180948,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,MYDIN MOHAMED HOLDINGS,CP,1819.25,1
20260504,44323784,RINGGIT MALAYSIA,OVERSEA,NOT ON US,SHOPEE PAY,CP,2430.12,1
20260828,44323784,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,AEON CO (M) BHD-MID VALLEY,CA,4137.0,1
20260614,44323784,RINGGIT MALAYSIA,LOCAL,ON US,SHOPEE PAY,CP,2696.82,1
20260430,44323784,RINGGIT MALAYSIA,OVERSEA,ON US,MR DIY-SUNWAY PYRAMID,CP,4253.72,1
20260811,44323784,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GUARDIAN HEALTH-KLCC,CP,3970.96,1
20260513,44323784,RINGGIT MALAYSIA,LOCAL,ON US,PARKSON GRAND-PAVILION,CP,3865.41,1
20260807,35578773,RINGGIT MALAYSIA,LOCAL,ON US,AEON CO (M) BHD-MID VALLEY,CP,3243.43,1
20260808,35578773,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CP,4224.01,1
20260804,35578773,RINGGIT MALAYSIA,LOCAL,ON US,PETRONAS DAGANGAN,CP,5470.64,1
20260818,35578773,RINGGIT MALAYSIA,OVERSEA,NOT ON US,TESCO STORES (M),CA,7418.79,1
20260826,35578773,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,PARKSON GRAND-PAVILION,CP,2776.5,1
20260811,35578773,RINGGIT MALAYSIA,LOCAL,ON US,COURTS MAMMOTH,CP,4663.89,1
20260901,35578773,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,LOTUS'S STORES-CHERAS,CA,7714.11,1
20260822,35578773,RINGGIT MALAYSIA,OVERSEA,NOT ON US,PARKSON GRAND-PAVILION,CP,3955.75,1
20260831,35578773,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHELL MALAYSIA,CP,7200.29,1
20260809,35578773,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,KFC HOLDINGS,CP,3573.83,1
20260810,35578773,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,LOTUS'S STORES-CHERAS,CP,6831.46,1
20260809,35578773,RINGGIT MALAYSIA,OVERSEA,ON US,ECONSAVE-JOHOR,CP,6012.38,1
20260820,35578773,RINGGIT MALAYSIA,LOCAL,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CP,4161.64,1
20260814,35578773,RINGGIT MALAYSIA,LOCAL,NOT ON US,LAZADA MALAYSIA,CP,4926.78,1
20260901,52209421,RINGGIT MALAYSIA,LOCAL,ON US,AEON BIG (M) SDN BHD-KEPONG,CP,6266.45,1
20260326,52209421,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,TESCO STORES (M),CP,4848.29,1
20260803,52209421,RINGGIT MALAYSIA,LOCAL,ON US,AEON BIG (M) SDN BHD-KEPONG,CP,435.42,1
20260812,52209421,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,ZALORA MALAYSIA,CP,6847.28,1
20260901,52209421,RINGGIT MALAYSIA,LOCAL,ON US,SENHENG ELECTRIC,CP,7463.41,1
20260701,52209421,RINGGIT MALAYSIA,LOCAL,ON US,PETRONAS DAGANGAN,CP,6248.69,1
20260423,52209421,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CP,565.24,1
20260827,52209421,RINGGIT MALAYSIA,LOCAL,NOT ON US,GUARDIAN HEALTH-KLCC,CP,6826.82,1
20260806,52209421,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHELL MALAYSIA,CP,2987.32,1
20260808,52209421,RINGGIT MALAYSIA,LOCAL,ON US,AEON CO (M) BHD-MID VALLEY,CP,59.3,1
20260716,52209421,RINGGIT MALAYSIA,LOCAL,ON US,AEON CO (M) BHD-MID VALLEY,CP,6655.78,1
20260809,52209421,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,AEON BIG (M) SDN BHD-KEPONG,CP,2809.63,1
20260828,52209421,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,COURTS MAMMOTH,CP,3674.24,1
20251113,86273803,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,MYDIN MOHAMED HOLDINGS,CP,1257.39,1
20260320,86273803,RINGGIT MALAYSIA,LOCAL,ON US,PARKSON GRAND-PAVILION,CP,2209.29,1
20260228,51460853,RINGGIT MALAYSIA,OVERSEA,NOT ON US,KFC HOLDINGS,CA,2486.47,1
20260804,51460853,RINGGIT MALAYSIA,LOCAL,NOT ON US,ZALORA MALAYSIA,CP,727.61,1
20251204,51460853,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,SHOPEE PAY,CP,1517.02,1
20260505,51460853,RINGGIT MALAYSIA,LOCAL,ON US,SENHENG ELECTRIC,CP,3569.78,1
20260902,91041439,RINGGIT MALAYSIA,LOCAL,NOT ON US,GUARDIAN HEALTH-KLCC,CP,630.07,1
20260727,91041439,RINGGIT MALAYSIA,OVERSEA,NOT ON US,TESCO STORES (M),CP,5575.86,1
20260727,58255231,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,PARKSON GRAND-PAVILION,CP,1638.17,1
20260829,58255231,RINGGIT MALAYSIA,LOCAL,ON US,MR DIY-SUNWAY PYRAMID,CP,5638.86,1
20260806,58255231,RINGGIT MALAYSIA,OVERSEA,NOT ON US,WATSONS PERSONAL CARE,CP,3821.83,1
20260811,58255231,RINGGIT MALAYSIA,LOCAL,ON US,ZALORA MALAYSIA,CP,4957.2,1
20260812,58255231,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,AEON CO (M) BHD-MID VALLEY,CP,6346.7,1
20260821,33827142,RINGGIT MALAYSIA,LOCAL,NOT ON US,COURTS MAMMOTH,CP,4818.56,1
20260103,33827142,RINGGIT MALAYSIA,LOCAL,ON US,GUARDIAN HEALTH-KLCC,CP,2995.06,1
20260806,33827142,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,GIANT HYPERMARKET-SHAH ALAM,CP,6790.94,1
20260805,33827142,RINGGIT MALAYSIA,OVERSEA,NOT ON US,MCDONALD'S MALAYSIA,CP,2673.83,1
20260609,33827142,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GIANT HYPERMARKET-SHAH ALAM,CP,4935.44,1
20260201,33827142,RINGGIT MALAYSIA,LOCAL,ON US,ECONSAVE-JOHOR,CA,1645.94,1
20260810,33827142,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,MYDIN MOHAMED HOLDINGS,CP,5427.61,1
20260805,33827142,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,AEON CO (M) BHD-MID VALLEY,CP,1935.31,1
20260222,33827142,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CA,2369.95,1
20260428,33827142,RINGGIT MALAYSIA,LOCAL,ON US,WATSONS PERSONAL CARE,CP,461.61,1
20260902,62570183,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GUARDIAN HEALTH-KLCC,CP,396.5,1
20260812,62570183,RINGGIT MALAYSIA,OVERSEA,ON US,WATSONS PERSONAL CARE,CP,7136.81,1
20260828,62570183,RINGGIT MALAYSIA,OVERSEA,ON US,PARKSON GRAND-PAVILION,CP,765.11,1
20260803,62570183,RINGGIT MALAYSIA,LOCAL,ON US,LAZADA MALAYSIA,CP,5866.99,1
20260809,62570183,RINGGIT MALAYSIA,LOCAL,ON US,WATSONS PERSONAL CARE,CP,4436.55,1
20260809,62570183,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,PARKSON GRAND-PAVILION,CP,269.19,1
20260805,62570183,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GIANT HYPERMARKET-SHAH ALAM,CA,2366.92,1
20260818,62570183,RINGGIT MALAYSIA,LOCAL,ON US,MCDONALD'S MALAYSIA,CP,4339.77,1
20260812,62570183,RINGGIT MALAYSIA,LOCAL,ON US,PETRONAS DAGANGAN,CA,6375.77,1
20260804,62570183,RINGGIT MALAYSIA,OVERSEA,NOT ON US,GUARDIAN HEALTH-KLCC,CP,283.26,1
20260803,62570183,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,AEON BIG (M) SDN BHD-KEPONG,CA,2938.14,1
20260525,61655958,RINGGIT MALAYSIA,LOCAL,NOT ON US,HARVEY NORMAN-IOI CITY,CP,1835.7,1
20260602,61655958,RINGGIT MALAYSIA,LOCAL,NOT ON US,GRABPAY TOP UP,CP,3224.26,1
20260816,61655958,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GIANT HYPERMARKET-SHAH ALAM,CP,5091.87,1
20260430,61655958,RINGGIT MALAYSIA,LOCAL,NOT ON US,LOTUS'S STORES-CHERAS,CP,2014.94,1
20260327,61655958,RINGGIT MALAYSIA,OVERSEA,ON US,ZALORA MALAYSIA,CP,53.46,1
20260810,61655958,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,AEON BIG (M) SDN BHD-KEPONG,CP,222.42,1
20260805,61655958,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,HARVEY NORMAN-IOI CITY,CP,5870.1,1
20260619,61655958,RINGGIT MALAYSIA,OVERSEA,NOT ON US,MCDONALD'S MALAYSIA,CA,2180.34,1
20251223,15081624,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,ZALORA MALAYSIA,CP,1993.53,1
20260615,15081624,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,SHOPEE PAY,CP,602.73,1
20260625,15081624,RINGGIT MALAYSIA,LOCAL,NOT ON US,TESCO STORES (M),CA,726.01,1
20260731,15081624,RINGGIT MALAYSIA,LOCAL,NOT ON US,LOTUS'S STORES-CHERAS,CP,141.21,1
20260825,15081624,RINGGIT MALAYSIA,OVERSEA,NOT ON US,MR DIY-SUNWAY PYRAMID,CP,5314.8,1
20260805,15081624,RINGGIT MALAYSIA,LOCAL,ON US,LAZADA MALAYSIA,CP,3570.58,1
20260701,15081624,RINGGIT MALAYSIA,OVERSEA,NOT ON US,HARVEY NORMAN-IOI CITY,CP,4718.78,1
20260730,15081624,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,MYDIN MOHAMED HOLDINGS,CA,4920.17,1
20260515,15081624,RINGGIT MALAYSIA,LOCAL,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CA,1452.97,1
20260803,15081624,RINGGIT MALAYSIA,OVERSEA,NOT ON US,TESCO STORES (M),CP,1125.6,1
20260813,15081624,RINGGIT MALAYSIA,LOCAL,NOT ON US,TESCO STORES (M),CP,5369.61,1
20260902,15081624,RINGGIT MALAYSIA,LOCAL,ON US,SENHENG ELECTRIC,CA,567.44,1
20260213,15081624,RINGGIT MALAYSIA,OVERSEA,NOT ON US,SHELL MALAYSIA,CP,2562.69,1
