Rcd_DT,CIF_NO,APPL_NO,AGREE_NO,APPL_DT,APPL_STS,JUDGE_DT,SCORING_POINT,SCORING_TYPE,SCORING_RANK,LOAN_CODE,LOAN_TYP_ID,LOAN_GRP,AGENT_CODE1,AGENT_CODE2,APPL_CHANNEL,REJECT_CODE,FIN_AMT,FIN_PRFT_AMT,FIN_TOTAL_AMT,INST_AMT,DEPOSIT,INTEREST,TOTAL_INST,JointIncome_FG,SCORE_DECISION,NetIncome,Income,Age,HomeYear,YearOfBusiness,AnnualIncome,TOTAL_AEON_INST,TOTAL_AEON_OSB,CUR_REPAY_RATIO,NEW_REPAY_RATIO,NDI,CUR_DSR,NEW_DSR,B_OtherIncome,B_NonBankCommitment,DEPENDANT,YEAR_MADE,NOB,HomeOwner_flag,CIFState,Race,Gender,Marital,National,Occupation,Academic,B_AdvInstallPymt,AdvInstallPymtBand,JudgeWeek_FG,Biometric_FG,E-KYC,OTP,APPLY_FIN_AMT,PreAssessment_Flag
2026-09-02,84596315,00000000805,800000000805,20260901,Approve,20260927,572,1,G,115,21,2,5743,24,PARTNER,,50284.59,14507.1,64791.69,1079.86,0,5.77,60,-,A,13948.86,13948.86,59,14,22,208284.0,12,97594.25,17.2,20.39,7042.13,25.23,28.49,2169.84,1304.82,0,,Oil & Gas,Y,Melaka,Chinese,M,SINGLE,MALAYSIAN,Contractor,Bachelor Degree,2485.6,A,1,Y,fail,pass,78689.89,N
2026-09-02,72619658,00000000806,800000000806,20260902,Approve,20260903,776,2,F,145,23,1,6530,77,TELEMARKETING,,78658.33,10878.45,89536.78,2487.13,10,4.61,36, ,A,8213.18,8213.18,48,14,30,113356.92,108,40528.42,14.94,24.76,4825.72,23.36,24.68,2955.89,993.21,0,2012,Retail Trade,N,Pahang,Indian,F,MARRIED,MALAYSIAN,Lecturer,SPM,1721.53,,1,N,fail,fail,111732.82,N
2026-09-02,87109563,00000000807,800000000807,20260831,Approve,20260923,886,4,G,164,28,2,7540,77,TELEMARKETING,,21916.73,7011.16,28927.89,344.38,5,4.57,84,Y,A,12438.53,12438.53,43,0,24,194301.0,84,42401.44,23.98,32.55,7906.3,28.76,31.02,2277.68,903.74,0,,Transportation,Y,Johor,Malay,F,SINGLE,MALAYSIAN,Civil Servant,Bachelor Degree,4913.7,C,,N,pass,fail,21943.5,Y
2026-09-02,44730338,00000000808,800000000808,20260826,Approve,20260918,687,1,B,156,31,1,3360,47,TELEMARKETING,,12369.01,2252.4,14621.41,406.15,30,6.07,36,N,A,14486.21,14486.21,55,27,12,207529.32,36,79914.41,22.76,31.95,3212.2,27.99,29.66,1506.57,688.27,0,,Real Estate,N,Sabah,Chinese,F,SINGLE,MALAYSIAN,Factory Worker,SPM,1391.68,B,,Y,pass,fail,15012.94,Y
2026-09-02,19061519,00000000809,800000000809,20260828,Approve,20260829,860,2,E,111,10,1,8322,78,MOBILE_APP,,3582.88,877.81,4460.69,74.34,0,4.9,60, ,A,21388.52,21388.52,43,21,24,341024.88,108,56513.48,20.7,23.84,6312.5,24.63,25.78,1358.89,1967.21,2,,Hospitality,Y,Selangor,Malay,F,MARRIED,MALAYSIAN,Contractor,Certificate,548.91,,,Y,fail,fail,5764.74,Y
2026-09-02,21434872,00000000810,800000000810,20260826,Approve,20260917,610,1,A,165,27,1,2488,31,PARTNER,,93191.45,17697.06,110888.51,3080.24,10,6.33,36,Y,A,6396.83,6396.83,37,5,11,95200.68,12,46504.31,23.49,24.82,1100.39,30.21,37.48,2424.69,225.52,0,,Government,Y,Kedah,Malay,F,SINGLE,MALAYSIAN,Army Personnel,SPM,1531.5,C,,N,pass,pass,117547.15,N
2026-09-02,66848213,00000000811,800000000811,20260826,Approve,20260923,906,4,E,166,14,2,9682,39,PARTNER,,95714.6,23880.79,119595.39,1993.26,20,4.99,60,N,A,20773.12,20773.12,54,14,19,317107.2,108,83419.43,16.44,24.51,4241.6,9.67,19.07,2998.37,1713.2,0,,Food & Beverage,Y,Selangor,Malay,F,SINGLE,MALAYSIAN,Manager,Bachelor Degree,4440.41,B,1,Y,fail,fail,108725.59,Y
2026-09-02,24630143,00000000812,800000000812,20260830,Approve,20260912,875,3,E,179,11,3,1614,38,WEBSITE,,16196.62,3765.71,19962.33,332.71,30,4.65,60,N,A,23302.01,23302.01,41,7,8,376991.64,108,123899.56,15.84,24.42,7544.36,17.71,24.53,1142.13,89.85,2,2020,Healthcare,Y,Kuala Lumpur,Malay,F,DIVORCED,MALAYSIAN,Driver,Certificate,1969.69,C,1,N,fail,pass,17889.43,N
2026-09-02,75004653,00000000813,800000000813,20260828,Approve,20260923,776,3,B,186,10,,2799,56,TELEMARKETING,,137027.26,31721.81,168749.07,2812.48,20,4.63,60, ,A,17987.4,17987.4,48,29,10,259593.48,84,83426.64,23.57,26.26,3778.34,14.41,26.36,952.56,1306.75,2,,Agriculture,Y,Sabah,Indian,M,MARRIED,MALAYSIAN,Teacher,Master Degree,2227.49,C,1,Y,fail,pass,137894.81,Y
2026-09-02,50008556,00000000814,800000000814,20260830,Approve,20260923,776,2,B,170,23,,1975,93,TELEMARKETING,,6356.03,1002.98,7359.01,204.42,30,5.26,36,Y,A,22416.8,22416.8,61,0,14,362926.92,12,122510.68,27.89,33.66,4879.81,27.43,33.91,1439.83,713.94,0,,Construction,N,Kedah,Chinese,M,SINGLE,MALAYSIAN,Manager,Bachelor Degree,3299.6,A,1,Y,pass,fail,7700.57,N
2026-09-02,84817688,00000000815,800000000815,20260828,Approve,20260916,697,3,E,140,30,1,6766,48,MOBILE_APP,,123706.37,46154.85,169861.22,2022.16,0,5.33,84,N,A,22355.73,22355.73,27,4,4,336041.04,84,150773.54,36.28,42.12,6083.89,32.56,40.64,29.72,823.1,0,,Financial Services,Y,Sarawak,Malay,F,SINGLE,MALAYSIAN,Lecturer,SPM,2690.12,C,,N,fail,pass,129244.82,N
2026-09-02,98420299,00000000816,800000000816,20260826,Approve,20260831,567,3,A,172,10,2,3764,50,WEBSITE,,87274.99,46578.66,133853.65,1239.39,20,5.93,108,N,A,8238.14,8238.14,53,20,16,116794.32,12,81972.27,27.7,29.16,1233.74,38.55,43.02,1178.34,787.13,2,,Plantation,Y,Selangor,Chinese,M,MARRIED,MALAYSIAN,Technician,STPM,4616.3,C,,N,pass,fail,101878.36,N
2026-09-02,35488922,00000000817,800000000817,20260828,Approve,20260924,609,2,E,139,22,2,4993,66,MOBILE_APP,,105087.56,20744.28,125831.84,3495.33,0,6.58,36,-,A,4881.21,4881.21,65,5,40,71600.4,12,27775.93,25.69,33.82,3982.49,30.71,35.47,693.43,343.48,0,,Real Estate,Y,Pahang,Malay,M,SINGLE,MALAYSIAN,Doctor,STPM,3838.44,,1,Y,fail,fail,116905.81,N
2026-09-02,99172272,00000000818,800000000818,20260827,Approve,20260828,959,1,A,166,17,,8020,55,COUNTER,,60022.73,13835.24,73857.97,1230.97,0,4.61,60, ,A,24647.64,24647.64,63,4,24,342305.28,84,58914.79,13.19,15.47,5539.12,12.32,17.41,1954.59,222.71,2,2026,Government,Y,Johor,Indian,F,MARRIED,MALAYSIAN,Doctor,Bachelor Degree,4975.67,C,,N,fail,fail,70757.97,N
2026-09-02,23757322,00000000819,800000000819,20260826,Approve,20260903,481,4,F,139,17,2,8244,83,COUNTER,,101074.84,20497.98,121572.82,3377.02,0,6.76,36,-,A,16055.75,16055.75,29,1,1,253752.72,12,200688.03,30.38,33.54,6871.62,40.62,43.7,2018.82,388.72,3,,Retail Trade,N,Johor,Indian,M,MARRIED,MALAYSIAN,Contractor,Diploma,907.59,,,Y,pass,fail,102391.36,N
2026-09-02,97878527,00000000820,800000000820,20260828,Approve,20260926,952,3,D,124,26,2,5415,51,WEBSITE,,9032.61,2185.89,11218.5,186.97,30,4.84,60, ,A,22645.52,22645.52,44,24,4,318450.0,36,80856.27,26.71,34.16,7974.41,29.69,33.82,2042.39,73.23,1,2012,Telecommunications,Y,Johor,Malay,M,DIVORCED,MALAYSIAN,Civil Servant,SPM,1819.94,C,1,N,pass,fail,9624.97,N
2026-09-02,22153955,00000000821,800000000821,20260901,Approve,20260919,729,3,F,198,16,1,3497,14,TELEMARKETING,,48956.15,25775.41,74731.56,691.96,10,5.85,108,-,A,24185.71,24185.71,35,0,7,370553.04,60,90881.13,24.39,26.06,3996.68,28.53,34.87,748.04,287.73,4,,Financial Services,N,Negeri Sembilan,Others,F,MARRIED,MALAYSIAN,Civil Servant,SPM,252.7,,,Y,fail,pass,79787.2,Y
2026-09-02,61617590,00000000822,800000000822,20260829,Approve,20260830,613,2,G,141,16,2,3151,95,WEBSITE,,17015.77,8928.17,25943.94,240.22,0,5.83,108,Y,A,5183.79,5183.79,59,10,32,78627.0,60,57401.84,27.35,33.25,6129.33,25.26,35.26,2930.06,970.12,0,,Real Estate,N,Pahang,Malay,M,SINGLE,MALAYSIAN,Businessman,Diploma,3670.28,,1,Y,pass,fail,26443.79,Y
2026-09-02,64113518,00000000823,800000000823,20260828,Approve,20260904,824,4,G,106,35,3,7311,33,WEBSITE,,87496.06,40869.41,128365.47,1188.57,20,5.19,108,-,A,3099.82,3099.82,44,21,23,46968.72,60,19589.85,14.5,19.5,1196.62,18.43,22.82,887.31,1036.39,0,,Retail Trade,Y,Selangor,Indian,M,SINGLE,MALAYSIAN,Driver,Bachelor Degree,478.43,,1,N,fail,fail,131262.0,Y
2026-09-02,67260591,00000000824,800000000824,20260830,Approve,20260929,845,1,D,190,32,,1297,24,TELEMARKETING,,98002.67,47893.9,145896.57,1350.89,5,5.43,108,Y,A,20081.36,20081.36,33,0,7,304016.76,108,48271.64,13.62,20.6,6250.3,13.43,15.93,1496.45,597.83,1,,Manufacturing,Y,Kelantan,Others,F,MARRIED,MALAYSIAN,Civil Servant,Diploma,3895.85,,1,Y,fail,fail,114536.01,Y
2026-09-02,72627810,00000000825,800000000825,20260831,Approve,20260917,604,4,C,116,14,3,3847,35,TELEMARKETING,,61977.15,19708.73,81685.88,1361.43,20,6.36,60,N,A,5887.44,5887.44,61,5,28,87658.92,108,49731.67,25.14,31.79,5297.86,29.74,32.28,1878.73,1025.9,0,,Wholesale,N,Kuala Lumpur,Chinese,F,SINGLE,MALAYSIAN,Lecturer,SPM,2289.23,,,N,fail,fail,87640.86,N
2026-09-02,65009042,00000000826,800000000826,20260829,Approve,20260907,581,4,G,160,15,,6169,28,TELEMARKETING,,56327.33,23499.76,79827.09,950.32,5,5.96,84,N,A,15241.64,15241.64,34,15,3,230586.24,108,76075.15,29.99,31.51,1922.1,39.05,44.26,2728.14,458.9,0,2019,Food & Beverage,Y,Pulau Pinang,Chinese,M,SINGLE,MALAYSIAN,Supervisor,Diploma,4825.92,C,,N,fail,pass,80958.85,Y
2026-09-02,70726434,00000000827,800000000827,20260831,Approve,20260912,754,3,D,124,15,,8945,94,MOBILE_APP,,83661.73,23759.93,107421.66,1790.36,5,5.68,60,-,A,5642.76,5642.76,25,0,0,87838.56,84,41477.72,24.49,27.84,5152.63,35.67,38.68,750.23,1699.37,0,,Food & Beverage,Y,Sabah,Chinese,F,SINGLE,MALAYSIAN,Chef,Diploma,1575.12,A,,Y,pass,pass,90103.98,Y
2026-09-02,16238667,00000000828,800000000828,20260830,Approve,20260904,852,3,E,193,28,3,6715,34,WEBSITE,,67508.37,10592.06,78100.43,2169.46,20,5.23,36,-,A,19084.72,19084.72,51,2,25,288508.92,60,95025.21,15.17,24.98,4209.74,11.14,19.55,1296.57,1365.33,4,2022,Healthcare,N,Selangor,Malay,M,MARRIED,MALAYSIAN,Engineer,Diploma,4827.87,A,1,Y,pass,pass,103789.41,Y
2026-09-02,56440902,00000000829,800000000829,20260827,Approve,20260924,725,2,G,181,10,1,4741,40,MOBILE_APP,,41938.18,16263.63,58201.81,692.88,20,5.54,84,Y,A,15293.13,15293.13,50,14,5,226158.84,36,52442.31,22.47,25.59,3437.77,24.29,27.18,2771.76,1075.37,4,,Plantation,N,Sabah,Malay,F,MARRIED,MALAYSIAN,Manager,SPM,3505.74,,1,N,pass,pass,53239.8,N
2026-09-02,98222374,00000000830,800000000830,20260827,Approve,20260921,590,3,B,104,12,1,8911,64,WEBSITE,,40876.87,23581.87,64458.74,596.84,20,6.41,108,N,A,7075.45,7075.45,51,0,22,100847.52,60,33519.91,32.75,38.93,2258.5,30.75,41.75,2711.79,1046.99,0,,Plantation,Y,Kuala Lumpur,Indian,F,SINGLE,MALAYSIAN,Retail Assistant,Certificate,2057.4,C,1,Y,fail,pass,56641.13,N
2026-09-02,66063235,00000000831,800000000831,20260831,Approve,20260921,827,3,B,155,20,,1738,29,PARTNER,,32798.27,11731.94,44530.21,530.12,30,5.11,84,Y,A,9029.15,9029.15,61,18,38,145579.44,36,34997.22,12.3,16.34,2207.46,7.84,14.79,886.6,177.17,0,,Transportation,Y,Negeri Sembilan,Indian,M,SINGLE,MALAYSIAN,IT Executive,Bachelor Degree,2811.04,A,1,Y,fail,fail,41895.62,N
2026-09-02,44182277,00000000832,800000000832,20260826,Approve,20260921,686,3,F,183,18,1,6165,49,COUNTER,,95271.35,38946.93,134218.28,1597.84,10,5.84,84,N,A,23710.79,23710.79,39,0,21,365089.44,108,143416.5,27.83,31.3,4321.4,34.94,36.94,1594.44,1459.52,1,,Real Estate,N,Kuala Lumpur,Others,M,MARRIED,MALAYSIAN,Businessman,SPM,4183.61,A,1,Y,fail,fail,133903.15,Y
2026-09-02,35377699,00000000833,800000000833,20260826,Approve,20260826,580,2,C,140,26,,5963,28,COUNTER,,98959.47,16358.0,115317.47,3203.26,0,5.51,36,Y,A,6404.33,6404.33,50,9,3,92045.16,36,38961.5,30.88,32.21,7558.41,34.72,42.1,1146.65,391.59,0,,Manufacturing,Y,Johor,Malay,M,SINGLE,MALAYSIAN,IT Executive,Diploma,1404.99,A,,N,fail,pass,143378.08,N
2026-09-02,39919208,00000000834,800000000834,20260901,Approve,20260930,939,1,G,107,30,,5681,67,COUNTER,,128858.07,32150.09,161008.16,2683.47,5,4.99,60,N,A,20601.17,20601.17,55,6,32,301365.96,84,39397.97,16.13,24.87,3375.38,13.8,24.34,1928.22,1529.39,1,,Construction,Y,Sabah,Chinese,M,MARRIED,MALAYSIAN,Security Guard,Bachelor Degree,3293.17,C,,N,pass,pass,136447.41,Y
2026-09-02,86771877,00000000835,800000000835,20260827,Approve,20260909,710,1,G,150,10,,2153,94,COUNTER,,34707.12,13508.01,48215.13,573.99,5,5.56,84,-,A,10513.02,10513.02,40,7,19,159646.8,108,85556.34,25.01,31.08,6399.84,23.81,30.66,1289.68,320.8,1,,Telecommunications,Y,Pulau Pinang,Chinese,M,SINGLE,MALAYSIAN,Retail Assistant,Primary,1166.32,B,,Y,pass,fail,39085.98,Y
2026-09-02,51745645,00000000836,800000000836,20260901,Approve,20260929,795,3,D,179,16,2,6400,34,TELEMARKETING,,90947.5,22327.61,113275.11,1887.92,30,4.91,60, ,A,18137.1,18137.1,53,21,28,289869.84,108,68627.47,22.49,32.26,1661.58,21.06,32.92,182.33,567.35,3,,Wholesale,Y,Sarawak,Malay,M,MARRIED,MALAYSIAN,Lecturer,SPM,1452.49,B,1,Y,pass,pass,149769.63,N
2026-09-02,45933366,00000000837,800000000837,20260827,Approve,20260906,829,3,B,163,17,,4986,64,TELEMARKETING,,87740.59,13845.47,101586.06,2821.84,10,5.26,36,-,A,15025.7,15025.7,24,4,6,239738.88,12,41805.13,21.14,23.94,7600.35,19.36,25.71,1047.44,491.83,0,2010,Agriculture,Y,Kelantan,Malay,F,MARRIED,MALAYSIAN,Security Guard,Bachelor Degree,1782.42,A,,Y,fail,pass,90704.14,Y
2026-09-02,26341998,00000000838,800000000838,20260828,Approve,20260927,790,3,F,148,15,,6922,34,WEBSITE,,71244.14,10729.37,81973.51,2277.04,0,5.02,36, ,A,6809.09,6809.09,60,3,6,94654.32,84,20360.22,23.11,25.81,7574.22,21.0,31.23,1133.96,244.9,0,,Retail Trade,N,Pulau Pinang,Malay,M,SINGLE,MALAYSIAN,Accountant,STPM,3082.06,B,,N,fail,fail,83847.15,N
2026-09-02,42879423,00000000839,800000000839,20260831,Approve,20260904,834,1,G,159,23,1,9468,40,TELEMARKETING,,31653.88,16067.51,47721.39,441.86,10,5.64,108, ,A,14701.97,14701.97,61,23,12,204061.2,108,78202.48,22.68,26.05,5934.09,29.41,37.56,2066.83,1832.17,0,2024,Real Estate,Y,Johor,Malay,F,MARRIED,MALAYSIAN,Administrator,Diploma,2748.09,C,1,N,pass,pass,49264.82,N
2026-09-02,67090187,00000000840,800000000840,20260828,Approve,20260830,860,1,A,187,25,2,1616,44,COUNTER,,104244.44,40280.05,144524.49,1720.53,0,5.52,84,-,A,17542.72,17542.72,28,9,4,272329.68,36,57354.22,23.64,33.21,6569.86,23.7,30.87,1728.4,1893.02,2,,Retail Trade,Y,Putrajaya,Malay,F,MARRIED,MALAYSIAN,Retail Assistant,SPM,3704.91,B,1,Y,pass,fail,138238.76,N
2026-09-02,73837621,00000000841,800000000841,20260827,Approve,20260904,659,4,C,185,11,2,5110,49,PARTNER,,76212.36,20424.91,96637.27,1610.62,30,5.36,60,Y,A,15014.41,15014.41,35,7,5,228646.32,84,98061.84,19.9,22.46,5409.98,19.11,29.86,1597.91,956.55,0,,Hospitality,N,Pahang,Malay,M,DIVORCED,MALAYSIAN,Police Officer,PhD,3307.71,C,1,N,fail,fail,123122.24,N
2026-09-02,29679785,00000000842,800000000842,20260826,Approve,20260918,727,4,E,147,15,2,3211,71,PARTNER,,7498.58,2249.57,9748.15,162.47,30,6.0,60,Y,A,14493.71,14493.71,43,10,2,216324.12,36,111555.8,26.83,29.13,1280.32,34.05,42.59,2251.64,33.98,0,,Manufacturing,N,Kedah,Malay,M,SINGLE,MALAYSIAN,Security Guard,Diploma,1320.28,B,1,Y,fail,fail,12495.39,Y
2026-09-02,93478965,00000000843,800000000843,20260827,Approve,20260904,594,2,G,138,25,1,1260,22,MOBILE_APP,,47258.8,8747.6,56006.4,1555.73,20,6.17,36,-,A,22485.31,22485.31,53,1,9,359440.68,60,212734.9,31.5,41.46,1014.01,30.99,37.35,1337.8,1593.22,2,,Education,N,Sabah,Chinese,M,MARRIED,MALAYSIAN,Chef,SPM,3181.33,B,,N,pass,pass,47595.97,Y
2026-09-02,82212984,00000000844,800000000844,20260902,Approve,20260920,469,1,D,174,21,1,9134,31,WEBSITE,,32290.91,12012.22,44303.13,738.39,10,7.44,60,-,A,9130.27,9130.27,37,3,12,132923.4,84,125052.67,42.21,43.4,2702.64,49.45,51.38,2205.26,1725.35,0,,Real Estate,N,Sarawak,Chinese,F,SINGLE,MALAYSIAN,Clerk,SPM,4755.39,,,N,pass,fail,35576.17,N
2026-09-02,76501815,00000000845,800000000845,20260831,Approve,20260917,847,3,D,115,18,3,9972,10,COUNTER,,72127.08,24588.12,96715.2,1151.37,20,4.87,84,Y,A,21739.63,21739.63,52,20,15,318080.16,60,114174.6,29.28,38.48,1482.46,28.85,37.94,1593.4,875.41,0,2019,Hospitality,Y,Kedah,Chinese,F,SINGLE,MALAYSIAN,Security Guard,SPM,850.62,B,1,N,pass,fail,91652.9,Y
2026-09-02,40363407,00000000846,800000000846,20260829,Approve,20260924,142,3,A,162,15,2,3415,62,MOBILE_APP,,24282.25,5448.94,29731.19,825.87,30,7.48,36,N,A,5546.91,5546.91,28,3,7,76850.28,84,95079.89,33.29,37.12,6983.58,39.78,49.27,1589.85,1479.85,2,2016,Healthcare,Y,Selangor,Malay,F,MARRIED,MALAYSIAN,Sales Executive,Diploma,587.45,A,1,Y,fail,pass,34038.05,N
2026-09-02,97191317,00000000847,800000000847,20260830,Approve,20260911,866,2,D,118,21,3,5437,54,WEBSITE,,39560.39,10265.92,49826.31,830.44,5,5.19,60,N,A,14349.05,14349.05,47,29,17,216538.08,60,80118.91,32.46,38.9,1213.7,28.95,38.08,2801.55,1422.21,0,2025,Manufacturing,N,Sarawak,Indian,F,SINGLE,MALAYSIAN,Engineer,Diploma,804.05,B,,Y,fail,pass,54190.97,Y
2026-09-02,90027890,00000000848,800000000848,20260831,Approve,20260901,995,2,C,162,16,3,6174,34,MOBILE_APP,,83585.67,29606.04,113191.71,1347.52,5,5.06,84,-,A,24460.43,24460.43,55,6,15,351435.12,108,66091.9,13.69,15.05,4291.27,14.04,15.92,1513.73,322.52,0,,Construction,N,Pulau Pinang,Malay,F,SINGLE,MALAYSIAN,Teacher,Master Degree,1581.92,C,,N,fail,fail,130903.05,N
2026-09-02,71649116,00000000849,800000000849,20260831,Approve,20260925,870,4,B,140,11,,8112,72,MOBILE_APP,,102832.4,34623.67,137456.07,1636.38,20,4.81,84, ,A,24760.02,24760.02,45,26,23,362463.72,36,38773.39,16.79,20.06,6880.1,12.24,21.0,824.71,868.48,0,2016,Construction,Y,Kuala Lumpur,Malay,F,SINGLE,MALAYSIAN,Accountant,Bachelor Degree,3154.38,A,1,Y,fail,pass,119661.48,N
2026-09-02,41291228,00000000850,800000000850,20260901,Approve,20260909,517,1,G,170,30,3,3486,23,PARTNER,,66059.84,22130.05,88189.89,1469.83,10,6.7,60, ,A,10854.52,10854.52,49,12,11,154761.72,12,76197.14,27.43,35.93,4118.13,22.93,32.86,233.2,191.52,0,2011,Construction,N,Selangor,Chinese,F,SINGLE,MALAYSIAN,Technician,Diploma,4732.76,C,1,Y,fail,fail,98614.1,Y
2026-09-02,23115816,00000000851,800000000851,20260902,Approve,20261001,696,1,E,135,29,1,2392,21,MOBILE_APP,,23860.92,6478.24,30339.16,505.65,5,5.43,60,-,A,13416.57,13416.57,55,30,18,213612.0,84,48409.36,18.07,19.44,6578.16,23.37,28.45,1359.7,1917.07,0,,Telecommunications,Y,Perak,Malay,M,SINGLE,MALAYSIAN,Security Guard,SPM,1661.27,,1,Y,pass,pass,33786.73,N
2026-09-02,88068296,00000000852,800000000852,20260902,Approve,20261001,718,1,E,121,35,1,6325,61,WEBSITE,,19439.44,5579.12,25018.56,416.98,20,5.74,60,-,A,15003.85,15003.85,40,15,2,223780.2,12,92422.47,22.09,24.57,4672.84,26.44,31.82,884.09,1213.76,0,,Wholesale,Y,Selangor,Malay,M,SINGLE,MALAYSIAN,Doctor,Diploma,2843.95,C,1,N,fail,fail,29491.98,N
2026-09-02,80504584,00000000853,800000000853,20260830,Approve,20260907,637,2,B,138,12,,9759,74,COUNTER,,43756.0,8361.77,52117.77,1447.72,0,6.37,36,-,A,2634.36,2634.36,39,2,2,42634.8,36,20527.98,24.13,26.59,7370.12,25.32,31.01,2468.84,189.23,0,2024,Transportation,Y,Kuala Lumpur,Malay,F,SINGLE,MALAYSIAN,Sales Executive,SPM,4785.93,A,1,N,pass,fail,52276.53,Y
2026-09-02,39613699,00000000854,800000000854,20260901,Approve,20260924,745,1,G,163,33,2,7136,44,MOBILE_APP,,39260.88,13988.65,53249.53,633.92,0,5.09,84, ,A,13687.83,13687.83,59,17,37,209389.56,12,56367.7,24.04,26.66,1852.56,28.56,34.86,2836.84,695.95,0,,Telecommunications,Y,Selangor,Others,M,SINGLE,MALAYSIAN,Lecturer,Bachelor Degree,3219.3,B,,N,fail,fail,41646.84,N
2026-09-02,96139714,00000000855,800000000855,20260829,Approve,20260917,696,3,C,102,19,,8777,84,WEBSITE,,63176.98,10007.23,73184.21,2032.89,30,5.28,36, ,A,15653.94,15653.94,38,15,13,219964.2,12,96773.43,16.92,21.04,7863.83,24.79,27.63,74.5,969.28,3,,Professional Services,Y,Pahang,Chinese,F,MARRIED,MALAYSIAN,Chef,Master Degree,2212.61,C,1,N,pass,pass,80383.42,Y
2026-09-02,54706925,00000000856,800000000856,20260829,Approve,20260910,882,4,E,118,16,3,7207,96,COUNTER,,49425.83,20195.39,69621.22,644.64,5,4.54,108,Y,A,21106.8,21106.8,45,22,23,317471.16,108,81363.32,16.58,25.0,6413.46,11.94,22.93,1778.01,352.4,0,2018,Healthcare,N,Selangor,Malay,F,SINGLE,MALAYSIAN,Army Personnel,Bachelor Degree,1491.73,B,1,N,pass,fail,75682.43,N
2026-09-02,43915259,00000000857,800000000857,20260828,Approve,20260908,832,1,A,107,17,,6888,62,PARTNER,,70105.79,25911.1,96016.89,1143.06,5,5.28,84,-,A,24022.46,24022.46,45,2,27,388095.96,12,106265.23,25.4,32.86,1373.7,31.77,35.42,2242.99,964.22,5,2021,Hospitality,N,Pulau Pinang,Chinese,M,MARRIED,MALAYSIAN,Factory Worker,SPM,2816.06,C,1,N,pass,fail,83927.71,Y
2026-09-02,38249166,00000000858,800000000858,20260826,Approve,20260909,657,4,G,143,35,1,4054,64,MOBILE_APP,,80294.0,13778.45,94072.45,2613.12,0,5.72,36,Y,A,11048.18,11048.18,35,10,15,159948.0,36,109947.68,30.46,39.59,6770.67,38.25,40.75,2841.27,651.48,2,,Government,Y,Kelantan,Indian,F,MARRIED,MALAYSIAN,Civil Servant,SPM,956.45,B,,Y,fail,fail,82542.51,N
2026-09-02,58376818,00000000859,800000000859,20260831,Approve,20260914,730,2,F,160,31,2,5234,93,COUNTER,,9057.61,2708.23,11765.84,196.1,30,5.98,60, ,A,14207.43,14207.43,24,2,4,210436.92,12,50143.09,28.53,31.78,6091.43,23.68,33.03,336.05,730.1,0,2016,Telecommunications,Y,Selangor,Chinese,M,WIDOWED,MALAYSIAN,Army Personnel,Certificate,1742.24,C,,N,pass,pass,13223.09,Y
2026-09-02,85016912,00000000860,800000000860,20260901,Approve,20260922,859,4,B,110,15,2,5321,75,PARTNER,,93757.61,23673.8,117431.41,1957.19,5,5.05,60,N,A,19719.22,19719.22,26,7,4,310016.88,36,69986.1,19.63,21.23,6767.93,24.91,26.89,2516.57,1785.92,2,,Wholesale,Y,Sarawak,Chinese,F,MARRIED,MALAYSIAN,Accountant,Diploma,3145.33,A,,N,fail,fail,112753.49,N
2026-09-02,74317730,00000000861,800000000861,20260831,Approve,20260928,723,1,G,182,32,,7933,62,PARTNER,,111296.58,54590.97,165887.55,1536.0,30,5.45,108, ,A,22610.34,22610.34,31,8,13,360022.8,108,170372.87,23.91,31.87,6883.03,26.79,38.38,676.63,1160.9,1,2010,Transportation,N,Sabah,Malay,M,MARRIED,MALAYSIAN,Engineer,SPM,3114.47,B,1,N,fail,fail,120010.86,Y
2026-09-02,36080964,00000000862,800000000862,20260826,Approve,20260920,886,1,B,150,17,2,6158,65,MOBILE_APP,,24816.79,11055.88,35872.67,332.15,20,4.95,108,Y,A,10193.09,10193.09,40,6,5,141153.84,12,34857.29,15.01,24.19,7697.37,16.19,23.5,2449.13,219.17,0,,Manufacturing,Y,Selangor,Chinese,F,SINGLE,MALAYSIAN,Engineer,Bachelor Degree,4656.17,A,,N,pass,fail,41233.41,Y
2026-09-02,61302901,00000000863,800000000863,20260827,Approve,20260919,559,1,F,103,34,1,3981,39,WEBSITE,,12082.91,6981.51,19064.42,176.52,30,6.42,108, ,A,18982.35,18982.35,50,31,17,268479.84,12,114455.02,27.94,36.11,1677.19,28.56,38.98,2543.1,1012.48,1,,Agriculture,N,Negeri Sembilan,Chinese,F,MARRIED,MALAYSIAN,Self-Employed,SPM,2875.32,,,Y,fail,pass,13112.67,N
2026-09-02,75090023,00000000864,800000000864,20260826,Approve,20260925,620,1,F,145,19,3,2285,86,PARTNER,,90806.07,52304.3,143110.37,1325.1,5,6.4,108, ,A,19897.73,19897.73,38,16,4,307148.76,84,95332.64,30.07,34.09,4709.56,29.78,36.88,1659.12,497.57,3,2015,Healthcare,N,Sabah,Indian,F,MARRIED,MALAYSIAN,Businessman,SPM,4448.68,A,1,N,fail,pass,109080.34,Y
