TX_DT,CIF_No,TransactionCountry,TransactionCountryHigherLevel,PriviledgeMerchantsGrp,LDESC,Sales_Type,Amount,TransCount
20260924,99119044,RINGGIT MALAYSIA,OVERSEA,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CP,31743.93,1
20261030,37053102,RINGGIT MALAYSIA,LOCAL,ON US,ECONSAVE-JOHOR,CA,56097.97,1
20260929,60371558,RINGGIT MALAYSIA,OVERSEA,NOT ON US,TESCO STORES (M),CP,62141.63,1
20261016,60371558,RINGGIT MALAYSIA,OVERSEA,NOT ON US,ZALORA MALAYSIA,CP,68020.95,1
20261030,86893142,RINGGIT MALAYSIA,LOCAL,NOT ON US,GUARDIAN HEALTH-KLCC,CP,28410.69,1
20261030,86893142,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CP,46051.79,1
20261020,14306326,RINGGIT MALAYSIA,LOCAL,ON US,AEON BIG (M) SDN BHD-KEPONG,CP,25381.69,1
20261003,14306326,RINGGIT MALAYSIA,LOCAL,ON US,SHELL MALAYSIA,CA,56316.6,1
20261028,34019729,RINGGIT MALAYSIA,LOCAL,NOT ON US,LOTUS'S STORES-CHERAS,CP,35025.5,1
20261005,27313846,RINGGIT MALAYSIA,OVERSEA,NOT ON US,COURTS MAMMOTH,CA,4261.84,1
20260917,27313846,RINGGIT MALAYSIA,OVERSEA,ON US,AEON CO (M) BHD-MID VALLEY,CP,2545.42,1
20261002,27313846,RINGGIT MALAYSIA,LOCAL,NOT ON US,PARKSON GRAND-PAVILION,CA,1143.34,1
20260920,27313846,RINGGIT MALAYSIA,LOCAL,ON US,AEON CO (M) BHD-MID VALLEY,CP,4802.14,1
20260923,89832858,RINGGIT MALAYSIA,LOCAL,NOT ON US,LOTUS'S STORES-CHERAS,CP,6898.08,1
20261112,89832858,RINGGIT MALAYSIA,LOCAL,NOT ON US,GRABPAY TOP UP,CA,8818.31,1
20261009,67608008,RINGGIT MALAYSIA,OVERSEA,NOT ON US,GUARDIAN HEALTH-KLCC,CA,23333.53,1
20261107,67608008,RINGGIT MALAYSIA,LOCAL,ON US,LAZADA MALAYSIA,CA,9588.54,1
20261004,67608008,RINGGIT MALAYSIA,LOCAL,ON US,AEON CO (M) BHD-MID VALLEY,CP,18815.93,1
20260926,67608008,RINGGIT MALAYSIA,LOCAL,ON US,MCDONALD'S MALAYSIA,CP,24011.52,1
20261004,79726479,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHELL MALAYSIA,CA,19802.73,1
20261117,79726479,RINGGIT MALAYSIA,LOCAL,ON US,GUARDIAN HEALTH-KLCC,CA,32288.98,1
20261028,79726479,RINGGIT MALAYSIA,LOCAL,ON US,GIANT HYPERMARKET-SHAH ALAM,CA,21273.6,1
20261031,79726479,RINGGIT MALAYSIA,LOCAL,ON US,MCDONALD'S MALAYSIA,CP,15305.19,1
20261126,79726479,RINGGIT MALAYSIA,LOCAL,NOT ON US,LOTUS'S STORES-CHERAS,CP,17527.3,1
20261029,27864633,RINGGIT MALAYSIA,OVERSEA,NOT ON US,TESCO STORES (M),CP,11386.84,1
20261004,27864633,RINGGIT MALAYSIA,LOCAL,NOT ON US,KFC HOLDINGS,CA,6563.53,1
20260930,27864633,RINGGIT MALAYSIA,OVERSEA,ON US,KFC HOLDINGS,CA,4269.41,1
20261007,27864633,RINGGIT MALAYSIA,OVERSEA,NOT ON US,SENHENG ELECTRIC,CP,3320.41,1
20261017,27864633,RINGGIT MALAYSIA,OVERSEA,NOT ON US,AEON CO (M) BHD-MID VALLEY,CP,5802.15,1
20261105,89620625,RINGGIT MALAYSIA,LOCAL,ON US,PARKSON GRAND-PAVILION,CP,1100.29,1
20261103,89620625,RINGGIT MALAYSIA,OVERSEA,ON US,LOTUS'S STORES-CHERAS,CP,427.38,1
20260918,89620625,RINGGIT MALAYSIA,LOCAL,NOT ON US,LOTUS'S STORES-CHERAS,CP,238.84,1
20261031,89620625,RINGGIT MALAYSIA,OVERSEA,NOT ON US,MYDIN MOHAMED HOLDINGS,CP,241.05,1
20261011,89620625,RINGGIT MALAYSIA,OVERSEA,NOT ON US,GRABPAY TOP UP,CA,278.13,1
20260928,34990046,RINGGIT MALAYSIA,LOCAL,NOT ON US,PETRONAS DAGANGAN,CA,59664.23,1
20261112,39042654,RINGGIT MALAYSIA,LOCAL,ON US,AEON CO (M) BHD-MID VALLEY,CP,27472.04,1
20261107,91964794,RINGGIT MALAYSIA,LOCAL,ON US,GRABPAY TOP UP,CP,81430.17,1
20260919,61696348,RINGGIT MALAYSIA,LOCAL,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CP,16429.78,1
20260930,61696348,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CA,24427.37,1
20260907,61696348,RINGGIT MALAYSIA,OVERSEA,ON US,HARVEY NORMAN-IOI CITY,CA,46205.53,1
20260922,43408234,RINGGIT MALAYSIA,LOCAL,ON US,SENHENG ELECTRIC,CP,22151.61,1
20261019,43408234,RINGGIT MALAYSIA,OVERSEA,ON US,MR DIY-SUNWAY PYRAMID,CP,35428.93,1
20261006,10656987,RINGGIT MALAYSIA,LOCAL,NOT ON US,LOTUS'S STORES-CHERAS,CP,38333.72,1
20260910,10656987,RINGGIT MALAYSIA,LOCAL,ON US,GRABPAY TOP UP,CP,7884.49,1
20260828,10656987,RINGGIT MALAYSIA,OVERSEA,ON US,KFC HOLDINGS,CA,20537.14,1
20260915,10656987,RINGGIT MALAYSIA,LOCAL,ON US,KFC HOLDINGS,CP,23621.09,1
20261011,53989340,RINGGIT MALAYSIA,LOCAL,ON US,WATSONS PERSONAL CARE,CA,8873.26,1
20261101,53989340,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CP,2461.75,1
20261023,53989340,RINGGIT MALAYSIA,LOCAL,ON US,COURTS MAMMOTH,CP,6763.74,1
20261020,16304056,RINGGIT MALAYSIA,LOCAL,ON US,PETRONAS DAGANGAN,CP,4815.38,1
20260925,92415327,RINGGIT MALAYSIA,OVERSEA,NOT ON US,WATSONS PERSONAL CARE,CP,18663.1,1
20261002,92415327,RINGGIT MALAYSIA,OVERSEA,NOT ON US,HARVEY NORMAN-IOI CITY,CA,19169.73,1
20261021,92415327,RINGGIT MALAYSIA,LOCAL,ON US,MCDONALD'S MALAYSIA,CP,13152.52,1
20261019,92415327,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CP,9854.04,1
20261005,92415327,RINGGIT MALAYSIA,OVERSEA,ON US,MYDIN MOHAMED HOLDINGS,CA,20483.69,1
20261012,44720447,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHELL MALAYSIA,CP,10078.41,1
20261005,44720447,RINGGIT MALAYSIA,OVERSEA,ON US,GIANT HYPERMARKET-SHAH ALAM,CP,18575.5,1
20261018,44720447,RINGGIT MALAYSIA,LOCAL,ON US,SHOPEE PAY,CP,8782.22,1
20260929,44720447,RINGGIT MALAYSIA,LOCAL,ON US,GRABPAY TOP UP,CP,2874.28,1
20261010,44720447,RINGGIT MALAYSIA,LOCAL,ON US,KFC HOLDINGS,CP,7150.39,1
20260828,39991874,RINGGIT MALAYSIA,LOCAL,NOT ON US,SENHENG ELECTRIC,CA,32764.51,1
20260927,39991874,RINGGIT MALAYSIA,LOCAL,ON US,KFC HOLDINGS,CP,77383.33,1
20261104,62137114,RINGGIT MALAYSIA,LOCAL,NOT ON US,WATSONS PERSONAL CARE,CP,4254.59,1
20261102,62137114,RINGGIT MALAYSIA,LOCAL,NOT ON US,SENHENG ELECTRIC,CP,9313.51,1
20260926,62137114,RINGGIT MALAYSIA,OVERSEA,NOT ON US,SENHENG ELECTRIC,CA,1718.58,1
20261022,62137114,RINGGIT MALAYSIA,LOCAL,NOT ON US,TESCO STORES (M),CP,7680.9,1
20260904,36380882,RINGGIT MALAYSIA,LOCAL,NOT ON US,LOTUS'S STORES-CHERAS,CP,29062.66,1
20261028,36380882,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CP,17936.77,1
20260920,36380882,RINGGIT MALAYSIA,LOCAL,NOT ON US,HARVEY NORMAN-IOI CITY,CP,15144.97,1
20260830,36380882,RINGGIT MALAYSIA,OVERSEA,ON US,MCDONALD'S MALAYSIA,CP,21675.42,1
20261026,36380882,RINGGIT MALAYSIA,LOCAL,NOT ON US,GUARDIAN HEALTH-KLCC,CA,29919.54,1
20261008,88103997,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CP,26885.35,1
20261018,88103997,RINGGIT MALAYSIA,LOCAL,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CA,44122.95,1
20260925,35738049,RINGGIT MALAYSIA,OVERSEA,NOT ON US,LOTUS'S STORES-CHERAS,CP,2610.78,1
20261006,35738049,RINGGIT MALAYSIA,LOCAL,ON US,SHELL MALAYSIA,CP,6190.35,1
20260920,60096709,RINGGIT MALAYSIA,LOCAL,ON US,ZALORA MALAYSIA,CA,3415.14,1
20261027,60096709,RINGGIT MALAYSIA,OVERSEA,NOT ON US,GUARDIAN HEALTH-KLCC,CA,3097.04,1
20261024,60096709,RINGGIT MALAYSIA,LOCAL,NOT ON US,SENHENG ELECTRIC,CP,3295.96,1
20261031,60096709,RINGGIT MALAYSIA,OVERSEA,NOT ON US,MYDIN MOHAMED HOLDINGS,CA,1409.72,1
20260920,60096709,RINGGIT MALAYSIA,OVERSEA,ON US,AEON CO (M) BHD-MID VALLEY,CA,5245.93,1
20261012,85068634,RINGGIT MALAYSIA,LOCAL,NOT ON US,SENHENG ELECTRIC,CA,29025.16,1
20261019,46866765,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CA,1144.1,1
20261003,46866765,RINGGIT MALAYSIA,OVERSEA,ON US,MYDIN MOHAMED HOLDINGS,CP,3270.63,1
20261101,59393042,RINGGIT MALAYSIA,LOCAL,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CP,33232.44,1
20260926,59393042,RINGGIT MALAYSIA,LOCAL,NOT ON US,WATSONS PERSONAL CARE,CP,28748.25,1
20261023,59393042,RINGGIT MALAYSIA,LOCAL,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CP,12382.73,1
20260914,59393042,RINGGIT MALAYSIA,OVERSEA,ON US,LAZADA MALAYSIA,CP,18704.46,1
20260925,53744878,RINGGIT MALAYSIA,OVERSEA,NOT ON US,AEON CO (M) BHD-MID VALLEY,CA,26257.83,1
20260830,53744878,RINGGIT MALAYSIA,LOCAL,ON US,ECONSAVE-JOHOR,CP,8617.77,1
20260831,53744878,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON CO (M) BHD-MID VALLEY,CP,22042.09,1
20261101,77463037,RINGGIT MALAYSIA,LOCAL,NOT ON US,SENHENG ELECTRIC,CA,13365.98,1
20261030,77463037,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON CO (M) BHD-MID VALLEY,CP,6179.78,1
20261026,77463037,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CA,1663.43,1
20261018,77463037,RINGGIT MALAYSIA,LOCAL,ON US,ZALORA MALAYSIA,CA,1675.61,1
20260930,77463037,RINGGIT MALAYSIA,LOCAL,ON US,AEON CO (M) BHD-MID VALLEY,CP,7482.68,1
20261022,66137195,RINGGIT MALAYSIA,OVERSEA,NOT ON US,MYDIN MOHAMED HOLDINGS,CP,16776.68,1
20260915,66137195,RINGGIT MALAYSIA,OVERSEA,NOT ON US,MYDIN MOHAMED HOLDINGS,CP,17699.38,1
20261022,66137195,RINGGIT MALAYSIA,LOCAL,ON US,AEON CO (M) BHD-MID VALLEY,CP,6728.01,1
20260922,66137195,RINGGIT MALAYSIA,OVERSEA,ON US,GRABPAY TOP UP,CA,11754.9,1
20261019,66137195,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CP,18419.57,1
20260915,68203136,RINGGIT MALAYSIA,OVERSEA,ON US,WATSONS PERSONAL CARE,CP,22927.07,1
20261028,68203136,RINGGIT MALAYSIA,LOCAL,NOT ON US,LOTUS'S STORES-CHERAS,CP,11771.81,1
20261020,68203136,RINGGIT MALAYSIA,OVERSEA,NOT ON US,MCDONALD'S MALAYSIA,CP,26737.56,1
20261020,10502382,RINGGIT MALAYSIA,OVERSEA,ON US,SENHENG ELECTRIC,CP,33555.26,1
20260920,10502382,RINGGIT MALAYSIA,LOCAL,ON US,ECONSAVE-JOHOR,CA,24946.78,1
20260907,10502382,RINGGIT MALAYSIA,LOCAL,ON US,AEON BIG (M) SDN BHD-KEPONG,CA,8799.36,1
20260917,10502382,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHOPEE PAY,CP,24597.26,1
20261025,82113350,RINGGIT MALAYSIA,LOCAL,ON US,GIANT HYPERMARKET-SHAH ALAM,CP,25698.68,1
20261028,82113350,RINGGIT MALAYSIA,OVERSEA,ON US,COURTS MAMMOTH,CP,32637.29,1
20260928,82113350,RINGGIT MALAYSIA,OVERSEA,ON US,MR DIY-SUNWAY PYRAMID,CP,38815.11,1
20261025,82113350,RINGGIT MALAYSIA,LOCAL,ON US,ECONSAVE-JOHOR,CA,40804.47,1
20261026,66824417,RINGGIT MALAYSIA,LOCAL,NOT ON US,PETRONAS DAGANGAN,CP,19081.87,1
20261016,66824417,RINGGIT MALAYSIA,OVERSEA,ON US,PARKSON GRAND-PAVILION,CP,8126.26,1
20260927,66824417,RINGGIT MALAYSIA,OVERSEA,NOT ON US,KFC HOLDINGS,CP,18979.06,1
20261122,66824417,RINGGIT MALAYSIA,LOCAL,ON US,SHELL MALAYSIA,CA,19540.62,1
20261107,15355917,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHOPEE PAY,CP,4353.35,1
20260922,15355917,RINGGIT MALAYSIA,LOCAL,NOT ON US,LAZADA MALAYSIA,CP,3118.12,1
20260919,15355917,RINGGIT MALAYSIA,OVERSEA,NOT ON US,SHOPEE PAY,CP,1621.56,1
20261005,15355917,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CP,2610.95,1
20260923,15355917,RINGGIT MALAYSIA,LOCAL,NOT ON US,SENHENG ELECTRIC,CA,4169.22,1
20261119,12662692,RINGGIT MALAYSIA,LOCAL,NOT ON US,WATSONS PERSONAL CARE,CP,26334.59,1
20261002,12662692,RINGGIT MALAYSIA,LOCAL,ON US,GRABPAY TOP UP,CP,9749.49,1
20261007,12662692,RINGGIT MALAYSIA,OVERSEA,ON US,MYDIN MOHAMED HOLDINGS,CP,3970.77,1
20261109,12662692,RINGGIT MALAYSIA,LOCAL,ON US,ECONSAVE-JOHOR,CP,7199.85,1
20261015,12662692,RINGGIT MALAYSIA,OVERSEA,NOT ON US,KFC HOLDINGS,CP,8347.42,1
20260927,85500790,RINGGIT MALAYSIA,LOCAL,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CP,5925.84,1
20261105,85500790,RINGGIT MALAYSIA,LOCAL,ON US,COURTS MAMMOTH,CP,5879.8,1
20261124,85500790,RINGGIT MALAYSIA,LOCAL,ON US,SENHENG ELECTRIC,CP,17397.14,1
20261104,63854738,RINGGIT MALAYSIA,LOCAL,ON US,TESCO STORES (M),CP,24455.19,1
20261123,63854738,RINGGIT MALAYSIA,LOCAL,ON US,GIANT HYPERMARKET-SHAH ALAM,CP,39124.15,1
20260920,79946108,RINGGIT MALAYSIA,OVERSEA,ON US,LAZADA MALAYSIA,CA,31829.74,1
20260926,55119729,RINGGIT MALAYSIA,OVERSEA,NOT ON US,GUARDIAN HEALTH-KLCC,CP,33262.37,1
20260911,87164444,RINGGIT MALAYSIA,OVERSEA,NOT ON US,SHELL MALAYSIA,CA,271.37,1
20261023,87164444,RINGGIT MALAYSIA,LOCAL,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CP,1001.38,1
20261007,66232116,RINGGIT MALAYSIA,LOCAL,NOT ON US,MCDONALD'S MALAYSIA,CP,89873.51,1
20260930,99043272,RINGGIT MALAYSIA,LOCAL,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CP,19531.14,1
20261022,99043272,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CA,26291.71,1
20261004,99043272,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CP,13495.68,1
20261117,99043272,RINGGIT MALAYSIA,LOCAL,ON US,LAZADA MALAYSIA,CP,5154.31,1
20261017,99043272,RINGGIT MALAYSIA,LOCAL,ON US,MYDIN MOHAMED HOLDINGS,CA,16565.03,1
20261018,21259361,RINGGIT MALAYSIA,LOCAL,ON US,MR DIY-SUNWAY PYRAMID,CP,27883.76,1
20261111,21259361,RINGGIT MALAYSIA,LOCAL,NOT ON US,LAZADA MALAYSIA,CA,23514.66,1
20261018,21259361,RINGGIT MALAYSIA,LOCAL,ON US,SHELL MALAYSIA,CA,14175.84,1
20261106,21259361,RINGGIT MALAYSIA,LOCAL,NOT ON US,SENHENG ELECTRIC,CP,22393.98,1
20261020,34372157,RINGGIT MALAYSIA,LOCAL,ON US,KFC HOLDINGS,CA,8962.83,1
20261010,34372157,RINGGIT MALAYSIA,OVERSEA,NOT ON US,MCDONALD'S MALAYSIA,CA,9536.76,1
20261014,60955165,RINGGIT MALAYSIA,LOCAL,ON US,COURTS MAMMOTH,CA,518.31,1
20261107,60955165,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CP,943.52,1
20261011,60955165,RINGGIT MALAYSIA,LOCAL,NOT ON US,HARVEY NORMAN-IOI CITY,CA,317.49,1
20261116,60955165,RINGGIT MALAYSIA,OVERSEA,ON US,SHOPEE PAY,CP,177.0,1
20261117,60955165,RINGGIT MALAYSIA,LOCAL,ON US,LAZADA MALAYSIA,CA,735.42,1
20261028,10953635,RINGGIT MALAYSIA,OVERSEA,NOT ON US,WATSONS PERSONAL CARE,CP,4936.12,1
20261020,80449994,RINGGIT MALAYSIA,OVERSEA,NOT ON US,SENHENG ELECTRIC,CA,39569.94,1
20261031,80449994,RINGGIT MALAYSIA,LOCAL,ON US,KFC HOLDINGS,CP,10255.15,1
20260930,80449994,RINGGIT MALAYSIA,LOCAL,NOT ON US,GUARDIAN HEALTH-KLCC,CP,11276.93,1
20260904,80449994,RINGGIT MALAYSIA,LOCAL,ON US,SENHENG ELECTRIC,CA,6905.96,1
20260916,80449994,RINGGIT MALAYSIA,LOCAL,NOT ON US,MYDIN MOHAMED HOLDINGS,CP,16890.53,1
20260930,84375928,RINGGIT MALAYSIA,LOCAL,ON US,GRABPAY TOP UP,CP,12450.87,1
20261021,84375928,RINGGIT MALAYSIA,LOCAL,NOT ON US,HARVEY NORMAN-IOI CITY,CA,7788.47,1
20260913,84375928,RINGGIT MALAYSIA,LOCAL,ON US,WATSONS PERSONAL CARE,CP,16476.86,1
20260906,84375928,RINGGIT MALAYSIA,LOCAL,ON US,GRABPAY TOP UP,CP,7816.8,1
20261104,84375928,RINGGIT MALAYSIA,LOCAL,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CA,10788.59,1
20260917,37954684,RINGGIT MALAYSIA,LOCAL,NOT ON US,GRABPAY TOP UP,CP,37366.78,1
20261017,37954684,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHELL MALAYSIA,CP,9589.81,1
20260919,37954684,RINGGIT MALAYSIA,LOCAL,NOT ON US,SENHENG ELECTRIC,CP,20313.71,1
20260909,37954684,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CP,29775.36,1
20261107,42171352,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHELL MALAYSIA,CP,42563.38,1
20261027,42171352,RINGGIT MALAYSIA,LOCAL,ON US,PARKSON GRAND-PAVILION,CA,15645.21,1
20261001,42171352,RINGGIT MALAYSIA,LOCAL,NOT ON US,ZALORA MALAYSIA,CA,33580.37,1
20261002,77280561,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CA,37134.97,1
20260924,77280561,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CP,18849.93,1
20261007,77280561,RINGGIT MALAYSIA,LOCAL,NOT ON US,ZALORA MALAYSIA,CP,27993.61,1
20260908,75993764,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CP,2915.39,1
20260913,75993764,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHOPEE PAY,CP,15249.74,1
20260907,22267071,RINGGIT MALAYSIA,LOCAL,ON US,ECONSAVE-JOHOR,CP,58064.05,1
20260919,49413034,RINGGIT MALAYSIA,LOCAL,ON US,SHOPEE PAY,CP,33218.03,1
20261005,49413034,RINGGIT MALAYSIA,LOCAL,ON US,GRABPAY TOP UP,CP,46265.04,1
20260922,73736212,RINGGIT MALAYSIA,OVERSEA,ON US,PARKSON GRAND-PAVILION,CP,100689.71,1
20261117,23786913,RINGGIT MALAYSIA,OVERSEA,ON US,WATSONS PERSONAL CARE,CP,6123.14,1
20260924,23786913,RINGGIT MALAYSIA,OVERSEA,NOT ON US,AEON CO (M) BHD-MID VALLEY,CP,7117.91,1
20261026,23786913,RINGGIT MALAYSIA,LOCAL,ON US,AEON CO (M) BHD-MID VALLEY,CP,3779.16,1
20261001,23786913,RINGGIT MALAYSIA,LOCAL,NOT ON US,WATSONS PERSONAL CARE,CP,3868.41,1
20260929,54166657,RINGGIT MALAYSIA,LOCAL,ON US,AEON BIG (M) SDN BHD-KEPONG,CP,9777.79,1
20261001,54166657,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CA,13184.44,1
20261020,54166657,RINGGIT MALAYSIA,LOCAL,ON US,MYDIN MOHAMED HOLDINGS,CP,5523.83,1
20261014,54166657,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CA,11438.19,1
20261024,82463440,RINGGIT MALAYSIA,OVERSEA,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CA,25635.93,1
20260927,82463440,RINGGIT MALAYSIA,OVERSEA,ON US,LOTUS'S STORES-CHERAS,CP,28481.49,1
20261112,82463440,RINGGIT MALAYSIA,LOCAL,ON US,LAZADA MALAYSIA,CP,11037.98,1
20261006,82463440,RINGGIT MALAYSIA,LOCAL,NOT ON US,WATSONS PERSONAL CARE,CA,44213.2,1
20261023,61679484,RINGGIT MALAYSIA,LOCAL,NOT ON US,ZALORA MALAYSIA,CP,10394.55,1
20261031,61679484,RINGGIT MALAYSIA,OVERSEA,ON US,ECONSAVE-JOHOR,CA,16730.51,1
20261031,44786132,RINGGIT MALAYSIA,LOCAL,ON US,SHOPEE PAY,CP,53783.91,1
20261120,44786132,RINGGIT MALAYSIA,LOCAL,ON US,PETRONAS DAGANGAN,CP,73870.02,1
20261014,33475742,RINGGIT MALAYSIA,LOCAL,NOT ON US,SENHENG ELECTRIC,CP,94041.29,1
20261029,90525899,RINGGIT MALAYSIA,LOCAL,NOT ON US,PARKSON GRAND-PAVILION,CP,7132.06,1
20261024,90525899,RINGGIT MALAYSIA,OVERSEA,NOT ON US,AEON CO (M) BHD-MID VALLEY,CA,22623.4,1
20260914,19185716,RINGGIT MALAYSIA,LOCAL,ON US,PETRONAS DAGANGAN,CA,23687.7,1
20261019,19185716,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON CO (M) BHD-MID VALLEY,CA,31029.18,1
20261012,72183211,RINGGIT MALAYSIA,OVERSEA,ON US,COURTS MAMMOTH,CA,39364.61,1
20261024,72183211,RINGGIT MALAYSIA,OVERSEA,ON US,SHELL MALAYSIA,CP,63849.54,1
20261024,33265233,RINGGIT MALAYSIA,OVERSEA,NOT ON US,GUARDIAN HEALTH-KLCC,CP,41615.87,1
20260924,36592292,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CP,61722.07,1
20261024,31785186,RINGGIT MALAYSIA,OVERSEA,ON US,KFC HOLDINGS,CP,6808.63,1
20261019,31785186,RINGGIT MALAYSIA,LOCAL,NOT ON US,TESCO STORES (M),CP,13167.98,1
20261015,23725923,RINGGIT MALAYSIA,OVERSEA,ON US,GUARDIAN HEALTH-KLCC,CP,9065.82,1
20261024,23725923,RINGGIT MALAYSIA,LOCAL,ON US,SENHENG ELECTRIC,CA,8413.37,1
20261001,23725923,RINGGIT MALAYSIA,LOCAL,NOT ON US,HARVEY NORMAN-IOI CITY,CP,7321.06,1
20261007,23725923,RINGGIT MALAYSIA,OVERSEA,NOT ON US,PARKSON GRAND-PAVILION,CP,9099.9,1
20261029,23725923,RINGGIT MALAYSIA,LOCAL,NOT ON US,GUARDIAN HEALTH-KLCC,CP,17338.28,1
20261012,79446086,RINGGIT MALAYSIA,LOCAL,ON US,SHOPEE PAY,CP,5731.98,1
20260921,79446086,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CP,2712.69,1
20261103,79446086,RINGGIT MALAYSIA,LOCAL,ON US,HARVEY NORMAN-IOI CITY,CP,3606.26,1
20261112,79446086,RINGGIT MALAYSIA,LOCAL,ON US,COURTS MAMMOTH,CA,926.65,1
20261028,79446086,RINGGIT MALAYSIA,LOCAL,ON US,COURTS MAMMOTH,CP,3644.46,1
20261102,49002072,RINGGIT MALAYSIA,LOCAL,NOT ON US,TESCO STORES (M),CP,27068.82,1
20261020,70749138,RINGGIT MALAYSIA,LOCAL,NOT ON US,GUARDIAN HEALTH-KLCC,CP,53241.83,1
20261108,70749138,RINGGIT MALAYSIA,OVERSEA,NOT ON US,PETRONAS DAGANGAN,CA,76365.63,1
20260926,32175759,RINGGIT MALAYSIA,OVERSEA,NOT ON US,WATSONS PERSONAL CARE,CP,36007.03,1
20260925,32175759,RINGGIT MALAYSIA,LOCAL,NOT ON US,WATSONS PERSONAL CARE,CA,95618.92,1
20261024,61517501,RINGGIT MALAYSIA,LOCAL,NOT ON US,SENHENG ELECTRIC,CP,22857.71,1
20261013,61517501,RINGGIT MALAYSIA,LOCAL,ON US,MCDONALD'S MALAYSIA,CP,6769.77,1
20261110,61517501,RINGGIT MALAYSIA,OVERSEA,ON US,LOTUS'S STORES-CHERAS,CP,10551.67,1
20261001,61517501,RINGGIT MALAYSIA,OVERSEA,ON US,WATSONS PERSONAL CARE,CP,16052.93,1
20261008,74877167,RINGGIT MALAYSIA,OVERSEA,NOT ON US,SHOPEE PAY,CP,25169.36,1
20260927,62597544,RINGGIT MALAYSIA,LOCAL,NOT ON US,MCDONALD'S MALAYSIA,CP,12391.17,1
20261020,62597544,RINGGIT MALAYSIA,OVERSEA,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CP,14879.18,1
20260925,91582318,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHELL MALAYSIA,CP,31055.13,1
20261001,91582318,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CP,36014.19,1
20261027,62222770,RINGGIT MALAYSIA,LOCAL,ON US,MYDIN MOHAMED HOLDINGS,CP,68451.24,1
20261011,66487030,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CP,35270.44,1
20261014,66487030,RINGGIT MALAYSIA,OVERSEA,NOT ON US,SHELL MALAYSIA,CP,37439.01,1
20260928,66487030,RINGGIT MALAYSIA,LOCAL,ON US,ECONSAVE-JOHOR,CP,56008.62,1
20261109,18597103,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHOPEE PAY,CP,5800.18,1
